"actor_name","title","length","filmlen_groups"
"Jude Cruise","Quest Mussolini",177,"Group 3"
"Jude Cruise","Random Go",73,"Group 2"
"Jude Cruise","Rear Trading",97,"Group 2"
"Jude Cruise","Rock Instinct",102,"Group 2"
"Jude Cruise","Scalawag Duck",183,"Group 4"
"Jude Cruise","Strangelove Desire",103,"Group 2"
"Jude Cruise","Timberland Sky",69,"Group 2"
"Jude Cruise","Twisted Pirates",152,"Group 3"
"Christian Akroyd","Backlash Undefeated",118,"Group 2"
"Christian Akroyd","Betrayed Rear",122,"Group 3"
"Christian Akroyd","Caper Motions",176,"Group 3"
"Christian Akroyd","Catch Amistad",183,"Group 4"
"Christian Akroyd","Chance Resurrection",70,"Group 2"
"Christian Akroyd","Confused Candles",122,"Group 3"
"Christian Akroyd","Cupboard Sinners",56,"Group 1"
"Christian Akroyd","Divide Monster",68,"Group 2"
"Christian Akroyd","Doom Dancing",68,"Group 2"
"Christian Akroyd","Doors President",49,"Group 1"
"Christian Akroyd","Driver Annie",159,"Group 3"
"Christian Akroyd","Feathers Metal",104,"Group 2"
"Christian Akroyd","Fire Wolves",173,"Group 3"
"Christian Akroyd","Hills Neighbors",93,"Group 2"
"Christian Akroyd","Home Pity",185,"Group 4"
"Christian Akroyd","Innocent Usual",178,"Group 3"
"Christian Akroyd","Jawbreaker Brooklyn",118,"Group 2"
"Christian Akroyd","Luke Mummy",74,"Group 2"
"Christian Akroyd","Magnolia Forrester",171,"Group 3"
"Christian Akroyd","Maiden Home",138,"Group 3"
"Christian Akroyd","Maker Gables",136,"Group 3"
"Christian Akroyd","Million Ace",142,"Group 3"
"Christian Akroyd","Mourning Purple",146,"Group 3"
"Christian Akroyd","Nuts Ties",145,"Group 3"
"Christian Akroyd","Oklahoma Jumanji",58,"Group 1"
"Christian Akroyd","Operation Operation",156,"Group 3"
"Christian Akroyd","Princess Giant",71,"Group 2"
"Christian Akroyd","Reservoir Adaptation",61,"Group 2"
"Christian Akroyd","Sabrina Midnight",99,"Group 2"
"Christian Akroyd","Sinners Atlantis",126,"Group 3"
"Christian Akroyd","Streetcar Intentions",73,"Group 2"
"Christian Akroyd","Submarine Bed",127,"Group 3"
"Dustin Tautou","African Egg",130,"Group 3"
"Dustin Tautou","Autumn Crow",108,"Group 2"
"Dustin Tautou","Banger Pinocchio",113,"Group 2"
"Dustin Tautou","Bill Others",93,"Group 2"
"Dustin Tautou","Born Spinal",179,"Group 3"
"Dustin Tautou","Carol Texas",151,"Group 3"
"Dustin Tautou","Cause Date",179,"Group 3"
"Dustin Tautou","Celebrity Horn",110,"Group 2"
"Dustin Tautou","Conversation Downhill",112,"Group 2"
"Dustin Tautou","Darko Dorado",130,"Group 3"
"Dustin Tautou","Donnie Alley",125,"Group 3"
"Dustin Tautou","Expendable Stallion",97,"Group 2"
"Dustin Tautou","Hobbit Alien",157,"Group 3"
"Dustin Tautou","Metropolis Coma",64,"Group 2"
"Dustin Tautou","Oscar Gold",115,"Group 2"
"Dustin Tautou","Pacific Amistad",144,"Group 3"
"Dustin Tautou","Pollock Deliverance",137,"Group 3"
"Dustin Tautou","Prejudice Oleander",98,"Group 2"
"Dustin Tautou","Pulp Beverly",89,"Group 2"
"Dustin Tautou","Rainbow Shock",74,"Group 2"
"Dustin Tautou","Rules Human",153,"Group 3"
"Dustin Tautou","Sea Virgin",80,"Group 2"
"Dustin Tautou","Stranger Strangers",139,"Group 3"
"Dustin Tautou","Summer Scarface",53,"Group 1"
"Dustin Tautou","Villain Desperate",76,"Group 2"
"Dustin Tautou","Virtual Spoilers",144,"Group 3"
"Dustin Tautou","Wonderful Drop",126,"Group 3"
"Henry Berry","Apache Divine",92,"Group 2"
"Henry Berry","Bonnie Holocaust",63,"Group 2"
"Henry Berry","Chamber Italian",117,"Group 2"
"Henry Berry","Chicken Hellfighters",122,"Group 3"
"Henry Berry","Connecticut Tramp",172,"Group 3"
"Henry Berry","Conquerer Nuts",173,"Group 3"
"Henry Berry","Craft Outfield",64,"Group 2"
"Henry Berry","Desert Poseidon",64,"Group 2"
"Henry Berry","Divide Monster",68,"Group 2"
"Henry Berry","Dogma Family",122,"Group 3"
"Henry Berry","Drifter Commandments",61,"Group 2"
"Henry Berry","Dumbo Lust",119,"Group 2"
"Henry Berry","Extraordinary Conquerer",122,"Group 3"
"Henry Berry","Factory Dragon",144,"Group 3"
"Henry Berry","Freddy Storm",65,"Group 2"
"Henry Berry","Grapes Fury",155,"Group 3"
"Henry Berry","Hollywood Anonymous",69,"Group 2"
"Henry Berry","Hours Rage",122,"Group 3"
"Henry Berry","Kane Exorcist",92,"Group 2"
"Henry Berry","Louisiana Harry",70,"Group 2"
"Henry Berry","Maiden Home",138,"Group 3"
"Henry Berry","Paris Weekend",121,"Group 3"
"Henry Berry","Patton Interview",175,"Group 3"
"Henry Berry","Pilot Hoosiers",50,"Group 1"
"Henry Berry","Rushmore Mermaid",150,"Group 3"
"Henry Berry","Scorpion Apollo",137,"Group 3"
"Henry Berry","Shane Darkness",93,"Group 2"
"Henry Berry","Shanghai Tycoon",47,"Group 1"
"Henry Berry","Sleepless Monsoon",64,"Group 2"
"Henry Berry","Spirit Flintstones",149,"Group 3"
"Henry Berry","Spy Mile",112,"Group 2"
"Henry Berry","Uptown Young",84,"Group 2"
"Henry Berry","Wagon Jaws",152,"Group 3"
"Henry Berry","Whale Bikini",109,"Group 2"
"Henry Berry","Wonka Sea",85,"Group 2"
"Christian Neeson","Divide Monster",68,"Group 2"
"Christian Neeson","Divorce Shining",47,"Group 1"
"Christian Neeson","Fellowship Autumn",77,"Group 2"
"Christian Neeson","Glory Tracy",115,"Group 2"
"Christian Neeson","Graceland Dynamite",140,"Group 3"
"Christian Neeson","Graffiti Love",117,"Group 2"
"Christian Neeson","Hollywood Anonymous",69,"Group 2"
"Christian Neeson","Horn Working",95,"Group 2"
"Christian Neeson","Lambs Cincinatti",144,"Group 3"
"Christian Neeson","Liaisons Sweet",140,"Group 3"
"Christian Neeson","Liberty Magnificent",138,"Group 3"
"Christian Neeson","Love Suicides",181,"Group 4"
"Christian Neeson","Lover Truman",75,"Group 2"
"Christian Neeson","Mob Duffel",105,"Group 2"
"Christian Neeson","Opposite Necklace",92,"Group 2"
"Christian Neeson","Outlaw Hanky",148,"Group 3"
"Christian Neeson","Oz Liaisons",85,"Group 2"
"Christian Neeson","Punk Divorce",100,"Group 2"
"Christian Neeson","Runner Madigan",101,"Group 2"
"Christian Neeson","Savannah Town",84,"Group 2"
"Christian Neeson","Scalawag Duck",183,"Group 4"
"Christian Neeson","Sensibility Rear",98,"Group 2"
"Christian Neeson","Spirited Casualties",138,"Group 3"
"Christian Neeson","Splash Gump",175,"Group 3"
"Christian Neeson","World Leathernecks",171,"Group 3"
"Jayne Neeson","Agent Truman",169,"Group 3"
"Jayne Neeson","Artist Coldblooded",170,"Group 3"
"Jayne Neeson","Banger Pinocchio",113,"Group 2"
"Jayne Neeson","Brooklyn Desert",161,"Group 3"
"Jayne Neeson","Brotherhood Blanket",73,"Group 2"
"Jayne Neeson","Cause Date",179,"Group 3"
"Jayne Neeson","Crystal Breaking",184,"Group 4"
"Jayne Neeson","Darling Breaking",165,"Group 3"
"Jayne Neeson","Dinosaur Secretary",63,"Group 2"
"Jayne Neeson","Edge Kissing",153,"Group 3"
"Jayne Neeson","Expendable Stallion",97,"Group 2"
"Jayne Neeson","Frida Slipper",73,"Group 2"
"Jayne Neeson","Grail Frankenstein",85,"Group 2"
"Jayne Neeson","Groundhog Uncut",139,"Group 3"
"Jayne Neeson","Halloween Nuts",47,"Group 1"
"Jayne Neeson","Hanover Galaxy",47,"Group 1"
"Jayne Neeson","Haunting Pianist",181,"Group 4"
"Jayne Neeson","Hedwig Alter",169,"Group 3"
"Jayne Neeson","Homicide Peach",141,"Group 3"
"Jayne Neeson","Hyde Doctor",100,"Group 2"
"Jayne Neeson","Independence Hotel",157,"Group 3"
"Jayne Neeson","Interview Liaisons",59,"Group 1"
"Jayne Neeson","Polish Brooklyn",61,"Group 2"
"Jayne Neeson","Quest Mussolini",177,"Group 3"
"Jayne Neeson","Records Zorro",182,"Group 4"
"Jayne Neeson","Voyage Legally",78,"Group 2"
"Jayne Neeson","Wolves Desire",55,"Group 1"
"Jayne Neeson","Worker Tarzan",139,"Group 3"
"Jayne Neeson","World Leathernecks",171,"Group 3"
"Cameron Wray","Bingo Talented",150,"Group 3"
"Cameron Wray","Champion Flatliners",51,"Group 1"
"Cameron Wray","Coma Head",109,"Group 2"
"Cameron Wray","Dares Pluto",89,"Group 2"
"Cameron Wray","Destination Jerk",76,"Group 2"
"Cameron Wray","Dozen Lion",177,"Group 3"
"Cameron Wray","Dracula Crystal",176,"Group 3"
"Cameron Wray","Elf Murder",155,"Group 3"
"Cameron Wray","Hall Cassidy",51,"Group 1"
"Cameron Wray","Lesson Cleopatra",167,"Group 3"
"Cameron Wray","October Submarine",54,"Group 1"
"Cameron Wray","Satisfaction Confidential",75,"Group 2"
"Cameron Wray","Seven Swarm",127,"Group 3"
"Cameron Wray","Slipper Fidelity",156,"Group 3"
"Cameron Wray","Titans Jerk",91,"Group 2"
"Cameron Wray","Valley Packer",73,"Group 2"
"Cameron Wray","Virgin Daisy",179,"Group 3"
"Cameron Wray","Virginian Pluto",164,"Group 3"
"Cameron Wray","Wolves Desire",55,"Group 1"
"Ray Johansson","Adaptation Holes",50,"Group 1"
"Ray Johansson","Aladdin Calendar",63,"Group 2"
"Ray Johansson","Arizona Bang",121,"Group 3"
"Ray Johansson","Boondock Ballroom",76,"Group 2"
"Ray Johansson","Born Spinal",179,"Group 3"
"Ray Johansson","Casper Dragonfly",163,"Group 3"
"Ray Johansson","Crusade Honey",112,"Group 2"
"Ray Johansson","Empire Malkovich",177,"Group 3"
"Ray Johansson","Evolution Alter",174,"Group 3"
"Ray Johansson","Fellowship Autumn",77,"Group 2"
"Ray Johansson","Freedom Cleopatra",133,"Group 3"
"Ray Johansson","Gables Metropolis",161,"Group 3"
"Ray Johansson","Idaho Love",172,"Group 3"
"Ray Johansson","Iron Moon",46,"Group 1"
"Ray Johansson","Island Exorcist",84,"Group 2"
"Ray Johansson","Lady Stage",67,"Group 2"
"Ray Johansson","Madigan Dorado",116,"Group 2"
"Ray Johansson","Manchurian Curtain",177,"Group 3"
"Ray Johansson","Menagerie Rushmore",147,"Group 3"
"Ray Johansson","Metropolis Coma",64,"Group 2"
"Ray Johansson","Moonwalker Fool",184,"Group 4"
"Ray Johansson","National Story",92,"Group 2"
"Ray Johansson","Outbreak Divine",169,"Group 3"
"Ray Johansson","Prejudice Oleander",98,"Group 2"
"Ray Johansson","Splash Gump",175,"Group 3"
"Ray Johansson","Strangelove Desire",103,"Group 2"
"Ray Johansson","Suicides Silence",93,"Group 2"
"Ray Johansson","Uncut Suicides",172,"Group 3"
"Ray Johansson","United Pilot",164,"Group 3"
"Ray Johansson","Wizard Coldblooded",75,"Group 2"
"Angela Hudson","Armageddon Lost",99,"Group 2"
"Angela Hudson","Autumn Crow",108,"Group 2"
"Angela Hudson","Bride Intrigue",56,"Group 1"
"Angela Hudson","Bulworth Commandments",61,"Group 2"
"Angela Hudson","Candles Grapes",135,"Group 3"
"Angela Hudson","Cassidy Wyoming",61,"Group 2"
"Angela Hudson","Clones Pinocchio",124,"Group 3"
"Angela Hudson","Element Freddy",115,"Group 2"
"Angela Hudson","Fatal Haunted",91,"Group 2"
"Angela Hudson","Frisco Forrest",51,"Group 1"
"Angela Hudson","Games Bowfinger",119,"Group 2"
"Angela Hudson","Gosford Donnie",129,"Group 3"
"Angela Hudson","Hanover Galaxy",47,"Group 1"
"Angela Hudson","Island Exorcist",84,"Group 2"
"Angela Hudson","Japanese Run",135,"Group 3"
"Angela Hudson","Jason Trap",130,"Group 3"
"Angela Hudson","Jumping Wrath",74,"Group 2"
"Angela Hudson","Kick Savannah",179,"Group 3"
"Angela Hudson","Legend Jedi",59,"Group 1"
"Angela Hudson","Lesson Cleopatra",167,"Group 3"
"Angela Hudson","Luke Mummy",74,"Group 2"
"Angela Hudson","Maltese Hope",127,"Group 3"
"Angela Hudson","Metal Armageddon",161,"Group 3"
"Angela Hudson","Mile Mulan",64,"Group 2"
"Angela Hudson","Nash Chocolat",180,NULL
"Angela Hudson","Paris Weekend",121,"Group 3"
"Angela Hudson","Pity Bound",60,NULL
"Angela Hudson","Prejudice Oleander",98,"Group 2"
"Angela Hudson","Random Go",73,"Group 2"
"Angela Hudson","Robbers Joon",102,"Group 2"
"Angela Hudson","Strangelove Desire",103,"Group 2"
"Angela Hudson","Velvet Terminator",173,"Group 3"
"Angela Hudson","Voyage Legally",78,"Group 2"
"Angela Hudson","Watership Frontier",112,"Group 2"
"Mary Tandy","Barbarella Streetcar",65,"Group 2"
"Mary Tandy","Chill Luck",142,"Group 3"
"Mary Tandy","Dangerous Uptown",121,"Group 3"
"Mary Tandy","Destiny Saturday",56,"Group 1"
"Mary Tandy","Devil Desire",87,"Group 2"
"Mary Tandy","Diary Panic",107,"Group 2"
"Mary Tandy","Ending Crowds",85,"Group 2"
"Mary Tandy","Falcon Volume",102,"Group 2"
"Mary Tandy","Fugitive Maguire",83,"Group 2"
"Mary Tandy","Garden Island",80,"Group 2"
"Mary Tandy","Gleaming Jawbreaker",89,"Group 2"
"Mary Tandy","Grapes Fury",155,"Group 3"
"Mary Tandy","Holocaust Highball",149,"Group 3"
"Mary Tandy","Horror Reign",139,"Group 3"
"Mary Tandy","Maker Gables",136,"Group 3"
"Mary Tandy","Murder Antitrust",166,"Group 3"
"Mary Tandy","Philadelphia Wife",137,"Group 3"
"Mary Tandy","Primary Glass",53,"Group 1"
"Mary Tandy","Queen Luke",163,"Group 3"
"Mary Tandy","Requiem Tycoon",167,"Group 3"
"Mary Tandy","School Jacket",151,"Group 3"
"Mary Tandy","Shrunk Divine",139,"Group 3"
"Mary Tandy","Spinal Rocky",138,"Group 3"
"Mary Tandy","Sweden Shining",176,"Group 3"
"Mary Tandy","Treasure Command",102,"Group 2"
"Mary Tandy","Truman Crazy",92,"Group 2"
"Mary Tandy","Uptown Young",84,"Group 2"
"Mary Tandy","Voyage Legally",78,"Group 2"
"Mary Tandy","War Notting",80,"Group 2"
"Mary Tandy","Wars Pluto",128,"Group 3"
"Mary Tandy","Zoolander Fiction",101,"Group 2"
"Jessica Bailey","Analyze Hoosiers",181,"Group 4"
"Jessica Bailey","Basic Easy",90,"Group 2"
"Jessica Bailey","Berets Agent",77,"Group 2"
"Jessica Bailey","Chinatown Gladiator",61,"Group 2"
"Jessica Bailey","Doom Dancing",68,"Group 2"
"Jessica Bailey","Dorado Notting",139,"Group 3"
"Jessica Bailey","Drop Waterfront",178,"Group 3"
"Jessica Bailey","Head Stranger",69,"Group 2"
"Jessica Bailey","Jawbreaker Brooklyn",118,"Group 2"
"Jessica Bailey","Kick Savannah",179,"Group 3"
"Jessica Bailey","League Hellfighters",110,"Group 2"
"Jessica Bailey","Mighty Luck",122,"Group 3"
"Jessica Bailey","Moulin Wake",79,"Group 2"
"Jessica Bailey","Requiem Tycoon",167,"Group 3"
"Jessica Bailey","Reservoir Adaptation",61,"Group 2"
"Jessica Bailey","Right Cranes",153,"Group 3"
"Jessica Bailey","Savannah Town",84,"Group 2"
"Jessica Bailey","Suit Walls",111,"Group 2"
"Jessica Bailey","Swarm Gold",123,"Group 3"
"Jessica Bailey","Truman Crazy",92,"Group 2"
"Jessica Bailey","Virginian Pluto",164,"Group 3"
"Jessica Bailey","Whisperer Giant",59,"Group 1"
"Jessica Bailey","Wolves Desire",55,"Group 1"
"Rip Winslet","Alabama Devil",114,"Group 2"
"Rip Winslet","Attraction Newton",83,"Group 2"
"Rip Winslet","Chamber Italian",117,"Group 2"
"Rip Winslet","Clue Grail",70,"Group 2"
"Rip Winslet","Dances None",58,"Group 1"
"Rip Winslet","Date Speed",104,"Group 2"
"Rip Winslet","Dawn Pond",57,"Group 1"
"Rip Winslet","Driving Polish",175,"Group 3"
"Rip Winslet","Express Lonely",178,"Group 3"
"Rip Winslet","Finding Anaconda",156,"Group 3"
"Rip Winslet","Floats Garden",145,"Group 3"
"Rip Winslet","Forward Temple",90,"Group 2"
"Rip Winslet","Games Bowfinger",119,"Group 2"
"Rip Winslet","Gilbert Pelican",114,"Group 2"
"Rip Winslet","Greatest North",93,"Group 2"
"Rip Winslet","Greek Everyone",176,"Group 3"
"Rip Winslet","Gump Date",53,"Group 1"
"Rip Winslet","Hanging Deep",62,"Group 2"
"Rip Winslet","Hotel Happiness",181,"Group 4"
"Rip Winslet","Kill Brotherhood",54,"Group 1"
"Rip Winslet","Muppet Mile",50,"Group 1"
"Rip Winslet","Panky Submarine",93,"Group 2"
"Rip Winslet","Patton Interview",175,"Group 3"
"Rip Winslet","Perdition Fargo",99,"Group 2"
"Rip Winslet","Queen Luke",163,"Group 3"
"Rip Winslet","Roxanne Rebel",171,"Group 3"
"Rip Winslet","Spoilers Hellfighters",151,"Group 3"
"Rip Winslet","Stallion Sundance",130,"Group 3"
"Rip Winslet","Stampede Disturbing",75,"Group 2"
"Rip Winslet","Whale Bikini",109,"Group 2"
"Kenneth Paltrow","Alien Center",46,"Group 1"
"Kenneth Paltrow","Born Spinal",179,"Group 3"
"Kenneth Paltrow","Caddyshack Jedi",52,"Group 1"
"Kenneth Paltrow","Daddy Pittsburgh",161,"Group 3"
"Kenneth Paltrow","Divine Resurrection",100,"Group 2"
"Kenneth Paltrow","Excitement Eve",51,"Group 1"
"Kenneth Paltrow","Falcon Volume",102,"Group 2"
"Kenneth Paltrow","Feathers Metal",104,"Group 2"
"Kenneth Paltrow","Graffiti Love",117,"Group 2"
"Kenneth Paltrow","Hanging Deep",62,"Group 2"
"Kenneth Paltrow","Illusion Amelie",122,"Group 3"
"Kenneth Paltrow","Intolerable Intentions",63,"Group 2"
"Kenneth Paltrow","Lonely Elephant",67,"Group 2"
"Kenneth Paltrow","Mussolini Spoilers",180,NULL
"Kenneth Paltrow","Redemption Comforts",179,"Group 3"
"Kenneth Paltrow","Reef Salute",123,"Group 3"
"Kenneth Paltrow","Santa Paris",154,"Group 3"
"Kenneth Paltrow","Show Lord",167,"Group 3"
"Kenneth Paltrow","Sundance Invasion",92,"Group 2"
"Kenneth Paltrow","Taxi Kick",64,"Group 2"
"Kenneth Paltrow","Trouble Date",61,"Group 2"
"Michelle Mcconaughey","Baked Cleopatra",182,"Group 4"
"Michelle Mcconaughey","Bang Kwai",87,"Group 2"
"Michelle Mcconaughey","Bowfinger Gables",72,"Group 2"
"Michelle Mcconaughey","Daddy Pittsburgh",161,"Group 3"
"Michelle Mcconaughey","Details Packer",88,"Group 2"
"Michelle Mcconaughey","Dracula Crystal",176,"Group 3"
"Michelle Mcconaughey","Everyone Craft",163,"Group 3"
"Michelle Mcconaughey","Fargo Gandhi",130,"Group 3"
"Michelle Mcconaughey","Full Flatliners",94,"Group 2"
"Michelle Mcconaughey","Hellfighters Sierra",75,"Group 2"
"Michelle Mcconaughey","Image Princess",178,"Group 3"
"Michelle Mcconaughey","Intolerable Intentions",63,"Group 2"
"Michelle Mcconaughey","Kwai Homeward",46,"Group 1"
"Michelle Mcconaughey","Mixed Doors",180,NULL
"Michelle Mcconaughey","Northwest Polish",172,"Group 3"
"Michelle Mcconaughey","Panky Submarine",93,"Group 2"
"Michelle Mcconaughey","Requiem Tycoon",167,"Group 3"
"Michelle Mcconaughey","South Wait",143,"Group 3"
"Michelle Mcconaughey","Spoilers Hellfighters",151,"Group 3"
"Michelle Mcconaughey","Streetcar Intentions",73,"Group 2"
"Michelle Mcconaughey","Suspects Quills",47,"Group 1"
"Michelle Mcconaughey","Wait Cider",112,"Group 2"
"Michelle Mcconaughey","Waterfront Deliverance",61,"Group 2"
"Adam Grant","Annie Identity",86,"Group 2"
"Adam Grant","Ballroom Mockingbird",173,"Group 3"
"Adam Grant","Disciple Mother",141,"Group 3"
"Adam Grant","Fireball Philadelphia",148,"Group 3"
"Adam Grant","Gladiator Westward",173,"Group 3"
"Adam Grant","Glory Tracy",115,"Group 2"
"Adam Grant","Groundhog Uncut",139,"Group 3"
"Adam Grant","Happiness United",100,"Group 2"
"Adam Grant","Idols Snatchers",84,"Group 2"
"Adam Grant","Loser Hustler",80,"Group 2"
"Adam Grant","Mars Roman",62,"Group 2"
"Adam Grant","Midnight Westward",86,"Group 2"
"Adam Grant","Operation Operation",156,"Group 3"
"Adam Grant","Seabiscuit Punk",112,"Group 2"
"Adam Grant","Splendor Patton",134,"Group 3"
"Adam Grant","Tadpole Park",155,"Group 3"
"Adam Grant","Twisted Pirates",152,"Group 3"
"Adam Grant","Wanda Chamber",107,"Group 2"
"Sean Williams","Arabia Dogma",62,"Group 2"
"Sean Williams","Chinatown Gladiator",61,"Group 2"
"Sean Williams","Divorce Shining",47,"Group 1"
"Sean Williams","Dracula Crystal",176,"Group 3"
"Sean Williams","Enough Raging",158,"Group 3"
"Sean Williams","Express Lonely",178,"Group 3"
"Sean Williams","Floats Garden",145,"Group 3"
"Sean Williams","Forward Temple",90,"Group 2"
"Sean Williams","Haunted Antitrust",76,"Group 2"
"Sean Williams","Idols Snatchers",84,"Group 2"
"Sean Williams","Maguire Apache",74,"Group 2"
"Sean Williams","Muscle Bright",185,"Group 4"
"Sean Williams","Newton Labyrinth",75,"Group 2"
"Sean Williams","Oleander Clue",161,"Group 3"
"Sean Williams","Opus Ice",102,"Group 2"
"Sean Williams","Patton Interview",175,"Group 3"
"Sean Williams","Rebel Airport",73,"Group 2"
"Sean Williams","Room Roman",60,NULL
"Sean Williams","Sagebrush Clueless",106,"Group 2"
"Sean Williams","Seabiscuit Punk",112,"Group 2"
"Sean Williams","Strangers Graffiti",119,"Group 2"
"Sean Williams","Sunrise League",135,"Group 3"
"Sean Williams","Velvet Terminator",173,"Group 3"
"Sean Williams","Wanda Chamber",107,"Group 2"
"Sean Williams","Waterfront Deliverance",61,"Group 2"
"Sean Williams","West Lion",159,"Group 3"
"Gary Penn","Argonauts Town",127,"Group 3"
"Gary Penn","Attraction Newton",83,"Group 2"
"Gary Penn","Balloon Homeward",75,"Group 2"
"Gary Penn","Birds Perdition",61,"Group 2"
"Gary Penn","Chocolate Duck",132,"Group 3"
"Gary Penn","Double Wrath",177,"Group 3"
"Gary Penn","Egypt Tenenbaums",85,"Group 2"
"Gary Penn","Flatliners Killer",100,"Group 2"
"Gary Penn","Graffiti Love",117,"Group 2"
"Gary Penn","Greedy Roots",166,"Group 3"
"Gary Penn","Intrigue Worst",181,"Group 4"
"Gary Penn","Magnificent Chitty",53,"Group 1"
"Gary Penn","Mask Peach",123,"Group 3"
"Gary Penn","Masked Bubble",151,"Group 3"
"Gary Penn","Matrix Snowman",56,"Group 1"
"Gary Penn","North Tequila",67,"Group 2"
"Gary Penn","Paycheck Wait",145,"Group 3"
"Gary Penn","Peach Innocent",160,"Group 3"
"Gary Penn","Quest Mussolini",177,"Group 3"
"Gary Penn","Rugrats Shakespeare",109,"Group 2"
"Gary Penn","Sea Virgin",80,"Group 2"
"Gary Penn","South Wait",143,"Group 3"
"Gary Penn","Vanishing Rocky",123,"Group 3"
"Gary Penn","Virtual Spoilers",144,"Group 3"
"Gary Penn","Volume House",132,"Group 3"
"Gary Penn","Zhivago Core",105,"Group 2"
"Milla Keitel","Anthem Luke",91,"Group 2"
"Milla Keitel","Attacks Hate",113,"Group 2"
"Milla Keitel","Candles Grapes",135,"Group 3"
"Milla Keitel","Cowboy Doom",146,"Group 3"
"Milla Keitel","Crossing Divorce",50,"Group 1"
"Milla Keitel","Daisy Menagerie",84,"Group 2"
"Milla Keitel","Durham Panky",154,"Group 3"
"Milla Keitel","Flash Wars",123,"Group 3"
"Milla Keitel","High Encino",84,"Group 2"
"Milla Keitel","Jerk Paycheck",172,"Group 3"
"Milla Keitel","Kramer Chocolate",171,"Group 3"
"Milla Keitel","Lover Truman",75,"Group 2"
"Milla Keitel","Madigan Dorado",116,"Group 2"
"Milla Keitel","Natural Stock",50,"Group 1"
"Milla Keitel","Noon Papi",57,"Group 1"
"Milla Keitel","Open African",131,"Group 3"
"Milla Keitel","Patient Sister",99,"Group 2"
"Milla Keitel","Pure Runner",121,"Group 3"
"Milla Keitel","Redemption Comforts",179,"Group 3"
"Milla Keitel","Roxanne Rebel",171,"Group 3"
